age,monthly_income,assets,deposit,monthly_rent,management_fee,monthly_debt_payment,household_size,region,region_cost_index,is_unemployed,car_value,burden_class
34,4044389,38204218,9137751,566144,115324,0,1,부산,1.02,0,0,0
25,2101789,55837572,11255876,238813,87936,0,3,경남,0.86,0,0,1
36,2768243,81574954,1388467,277619,78141,0,1,강원,0.84,0,0,0
28,1788944,37407527,15986743,180000,119165,345591,1,전남,0.78,1,0,0
23,1973952,103364156,19492266,432146,146660,273079,2,충북,0.86,0,0,1
36,1068271,30271357,25402498,436968,60801,220539,1,대구,0.93,0,0,2
30,1961562,25427804,21834483,326903,120502,0,1,충북,0.86,0,0,0
35,3412082,72687733,14259616,311370,128792,0,1,대구,0.93,0,16396018,0
28,3759114,34441120,55357040,426133,158340,0,1,인천,1.08,0,2646957,0
21,3772424,16849528,10063950,784715,100329,282789,1,대구,0.93,0,0,0
33,3964016,29734158,23239530,362622,164527,0,2,대구,0.93,0,0,0
21,2329822,10526335,5356463,669719,134191,0,3,인천,1.08,0,7701591,1
32,2124804,27201336,6867844,599199,53932,477882,1,서울,1.35,0,629573,0
27,3583774,10717591,24422186,594835,123390,82025,1,제주,1.04,0,0,0
35,2784558,15572790,6694889,556695,111388,0,1,세종,1.0,0,8047696,0
37,4504989,44347915,21169932,403889,144462,0,1,광주,0.91,0,0,0
27,3593520,3286861,20900010,471529,150213,0,1,경남,0.86,0,0,0
37,5297232,22150664,56264313,562109,78434,0,1,부산,1.02,0,0,0
21,2496678,13472623,4173374,446270,141739,0,1,광주,0.91,0,0,0
21,4826788,18961522,3093002,372230,103519,0,3,경북,0.82,0,5165748,0
39,7315916,51651609,15778543,483702,84100,0,2,충북,0.86,0,4499764,0
31,3121304,24388246,37290905,600986,160732,0,1,광주,0.91,0,0,0
28,3780452,76186966,16371390,238067,93799,0,2,대구,0.93,0,0,0
22,2044216,15186694,134913331,259922,120826,319887,1,서울,1.35,0,3862577,1
25,4479834,2894451,26298853,703274,112686,0,2,경기,1.15,0,9082720,0
33,4956187,14426449,23268132,411455,131776,227014,1,인천,1.08,0,0,0
36,2465826,41659488,10140645,533880,153347,120219,1,전남,0.78,0,0,0
38,3924309,17955085,22183577,292034,165251,599448,1,충북,0.86,0,7818186,0
27,1810711,16703815,37589677,331137,142349,0,1,울산,0.94,1,0,1
28,3608093,66459456,15394037,497320,48021,0,1,전남,0.78,0,0,0
22,4324559,76985091,40103746,554982,164768,0,1,인천,1.08,0,0,0
20,3812436,6458094,19943047,308870,133466,0,1,부산,1.02,0,16048762,0
28,2873058,23531365,3808126,518276,148427,231804,1,광주,0.91,0,11170993,0
31,4364305,34488228,2756909,325805,98374,0,1,경남,0.86,0,7673904,0
21,4919661,53197645,25762667,435728,108485,0,1,충북,0.86,0,0,0
27,2403288,20193887,16559097,381997,141285,38534,1,경북,0.82,0,17228617,0
32,3047641,39271469,36222903,368947,180864,0,1,대구,0.93,0,0,0
36,1425616,65128797,25263185,275707,114816,0,1,경북,0.82,0,0,1
38,3919989,41066826,3657580,325292,71618,0,1,경기,1.15,0,3605572,0
26,5160751,1929075,11441797,391359,133326,378035,2,부산,1.02,0,11035645,0
27,2730554,23634376,6939860,568571,105474,371427,1,세종,1.0,0,14599941,0
37,3230120,25438482,22902175,673770,82748,316952,1,서울,1.35,0,10622301,0
33,2774464,22166326,12824362,267804,103422,298582,1,경북,0.82,0,2520010,0
24,2585881,14403661,2279121,547582,124738,686032,1,경북,0.82,0,18518899,0
33,3370211,5741674,8579524,446646,145327,619979,1,강원,0.84,0,0,0
22,1311309,73303725,10050318,544564,94655,0,1,대전,0.98,1,0,2
28,2756530,59394815,28099874,370644,99896,0,2,경기,1.15,0,0,0
25,2067179,81857326,14002040,642364,105362,25904,1,충북,0.86,0,0,1
39,3929234,116184190,7416553,465714,169941,102801,1,강원,0.84,0,0,0
19,1292438,30794688,5995048,592288,154577,0,1,전북,0.8,1,0,2
36,2533772,27573824,2317417,334418,128679,0,1,충북,0.86,0,4939739,0
24,3099019,37978109,32265094,225190,132201,151605,2,인천,1.08,0,4574422,0
19,2773832,39262915,32941027,343555,102738,0,1,인천,1.08,0,0,0
32,4987908,24585422,32523891,471486,134187,164063,1,전남,0.78,0,0,0
33,2523145,25183191,10438457,356983,78979,0,2,인천,1.08,0,12779385,0
21,4007674,24651712,44026944,550497,125691,0,1,경남,0.86,0,0,0
19,2252189,15071471,34817523,403299,44182,0,1,경기,1.15,0,5068061,0
21,4328686,39579314,26636563,402893,50184,0,2,전북,0.8,0,638983,0
27,4764454,10393297,12738592,518637,45183,0,1,제주,1.04,0,2803851,0
21,4862143,46450507,10799744,401383,176545,21432,1,울산,0.94,0,0,0
33,5741261,74239970,37045106,550282,114161,0,4,서울,1.35,0,4091210,0
20,3458701,77927790,35081748,212523,60700,0,1,경북,0.82,0,0,0
35,5193764,131677825,52366693,674634,197748,0,1,부산,1.02,0,0,0
37,6132110,48333896,46209430,481028,84871,0,1,세종,1.0,0,0,0
34,1882610,16877586,24954810,246738,131288,10701,1,제주,1.04,0,0,0
38,2353137,39492293,3962000,205735,80184,73879,1,전북,0.8,0,0,0
38,1603182,114141887,43404117,651998,147483,76366,1,서울,1.35,0,9222366,2
19,4813544,76219222,5810306,374820,106638,0,1,전남,0.78,0,0,0
26,1594361,21864789,69324314,180000,87621,32166,2,인천,1.08,0,0,1
34,1418797,13716854,36004759,677061,60851,374246,1,전북,0.8,0,13860235,2
26,1902679,40267808,15067086,180000,84093,230602,1,충북,0.86,0,0,0
34,1444362,13123100,17808916,363779,75284,0,2,대구,0.93,0,0,2
35,3428660,45809616,26199020,419177,49027,586079,2,울산,0.94,0,0,0
39,1913221,47460639,20130089,400669,139463,0,2,인천,1.08,0,0,1
25,1474501,74524101,30471882,571540,151948,555175,2,제주,1.04,0,0,2
26,2995575,4172546,16021887,498442,86634,0,1,대구,0.93,0,0,0
19,1216039,53593997,11169996,480104,38669,0,1,대전,0.98,1,2689957,2
24,1364973,24847064,7496563,466909,124707,0,3,세종,1.0,0,10480000,2
24,2243978,87669164,10447755,483010,114573,0,1,충남,0.87,0,0,0
28,2953665,53630900,20607999,426025,76986,0,1,세종,1.0,0,0,0
27,1232990,34201936,6864862,273653,109927,0,4,세종,1.0,1,0,2
36,2647098,23488081,29960868,493834,25000,584963,1,강원,0.84,0,0,0
35,5064397,38761496,16997891,612122,108329,325828,1,경북,0.82,0,0,0
34,7676440,70806108,12900714,436537,104665,0,1,광주,0.91,0,0,0
19,2665584,27145448,5367123,409834,154569,0,1,경북,0.82,0,0,0
28,1727599,30748769,29841616,330452,116046,0,1,전남,0.78,0,0,1
34,2757352,31679113,51628063,242522,116060,0,1,제주,1.04,0,0,0
24,3315763,16656262,719215,349050,177665,0,3,경남,0.86,0,0,0
27,2980920,12107716,15130955,467854,79383,0,1,전남,0.78,0,0,0
34,3965924,22163490,40414528,422260,58102,176217,1,대구,0.93,0,0,0
35,7895260,39948269,21927785,580672,139113,0,2,전남,0.78,0,16442380,0
36,1460092,65632833,2592130,492153,144187,349631,2,전북,0.8,0,0,2
28,2452474,36803625,12474237,380708,147881,0,1,대구,0.93,0,0,0
27,5917021,65570699,5013576,511273,100988,166977,1,충남,0.87,0,0,0
27,2436742,79073920,6288123,419812,85571,0,1,대구,0.93,0,7441610,0
33,4282872,112881707,17944005,237358,68491,121682,2,세종,1.0,0,0,0
27,4000538,104140396,19917957,494124,76102,0,1,전남,0.78,0,0,0
27,5191382,9128025,10293497,550692,59765,398644,1,부산,1.02,0,2574285,0
22,6943998,43570736,16196381,850458,96166,0,2,대전,0.98,0,2971649,0
29,1927922,22018099,19889082,280734,165233,0,1,전남,0.78,1,0,0
23,1439700,13189999,3159466,555912,91614,253461,1,울산,0.94,0,6329541,2
30,2256842,29371668,6941127,397470,117374,605160,2,제주,1.04,0,0,1
37,3797359,96801895,10717433,519655,138851,0,2,서울,1.35,1,8888620,0
35,1660363,68682645,9779152,694587,94966,0,1,전북,0.8,0,0,2
29,3776390,34251652,10654430,180000,94254,0,1,전남,0.78,0,0,0
39,1034484,58860764,15768447,392481,153926,0,1,경남,0.86,0,0,2
39,1705936,52655229,10941609,743891,120285,324066,1,인천,1.08,0,959108,2
28,4466141,27177934,28074394,252251,152403,184779,1,제주,1.04,0,40132375,0
35,3097529,20996754,9971298,361486,193593,0,1,광주,0.91,0,0,0
26,2594183,28422649,4893293,594221,81113,0,1,대전,0.98,0,0,0
37,2148927,59275866,8202807,270723,104574,0,1,광주,0.91,0,0,0
26,1292565,91465085,4928744,459572,103074,194992,1,충북,0.86,0,0,2
24,4109520,43934284,1079625,319605,91795,0,1,충남,0.87,0,0,0
21,2700368,17717849,59335808,569079,96897,0,1,세종,1.0,0,1188606,1
36,804393,18152666,1396808,733259,164402,0,1,경기,1.15,1,11380754,2
25,3089851,38627281,12070871,422754,116354,0,1,제주,1.04,0,13568694,0
36,3916029,12919154,16613120,180000,199571,342517,1,부산,1.02,0,0,0
20,2797852,150936402,18140307,598530,101079,0,3,경기,1.15,0,0,0
29,3205982,48480980,865514,560048,161633,0,2,충북,0.86,0,10748246,0
27,3100415,75073487,16764426,503319,172243,0,1,울산,0.94,0,5994149,0
28,2250652,64133338,32809513,421289,106016,0,1,충북,0.86,0,0,0
22,3121998,42703421,2725630,435677,123693,0,2,경북,0.82,0,0,0
20,4184072,40627446,20108025,479320,146199,172484,1,경기,1.15,0,0,0
26,4759004,55535865,16578932,324659,90968,0,3,대구,0.93,0,18595030,0
28,4285148,25837905,14410611,469216,170230,0,1,세종,1.0,0,0,0
35,2281537,40717079,51080985,265684,78763,0,1,전남,0.78,0,0,0
28,4009686,57636539,12086746,493537,90697,0,1,충북,0.86,0,0,0
24,3725839,6993408,8501850,314757,92182,319638,1,광주,0.91,0,0,0
24,2247833,29508431,1954583,358939,116804,62466,1,충북,0.86,0,4364681,0
31,2497992,32686676,44141367,440496,124354,0,2,제주,1.04,0,0,0
28,4085359,6636410,5630791,372872,89726,629623,1,세종,1.0,0,0,0
37,5513569,51930417,17063696,201891,104960,142664,1,경남,0.86,0,18561717,0
28,1399511,37990927,35880131,406837,68153,286811,1,전남,0.78,0,0,2
30,6174130,33461387,23357793,258700,152319,0,2,대전,0.98,0,0,0
20,5031561,64092059,2814463,471563,134785,0,1,대구,0.93,0,0,0
23,3322650,56657562,21941368,415175,95005,213946,1,전남,0.78,0,0,0
36,1322860,66277893,8920806,669988,105712,0,1,부산,1.02,1,0,2
26,3607547,28532287,25864528,741774,88350,0,1,대전,0.98,0,3612891,0
27,2315669,22207999,54856590,535508,77935,0,2,대구,0.93,0,9163334,1
31,2825634,40554775,21133085,286563,71091,177647,1,충북,0.86,0,0,0
20,1617497,42398642,15150665,408319,79155,217995,1,대전,0.98,0,0,1
29,1442369,54347984,6697119,451889,142688,107991,2,충남,0.87,0,0,2
26,3691690,15063381,4562636,401660,145171,0,1,경남,0.86,1,2541559,0
22,3133855,40255692,19895773,385850,60109,411051,1,경북,0.82,0,0,0
27,3329186,71098219,45718648,592803,137333,90141,1,제주,1.04,0,10236909,0
28,1318098,18988245,30078922,614173,76966,991154,3,서울,1.35,1,0,2
22,2136564,2989655,16536096,550389,137438,0,1,울산,0.94,0,0,1
30,2672742,4453101,17747650,309689,115382,0,1,부산,1.02,0,0,0
34,3171970,29673068,12819531,460401,90692,58755,1,경남,0.86,0,10039294,0
24,2802711,10854363,32258558,180000,123205,0,1,전북,0.8,0,0,0
39,2207133,56754057,29067584,574920,158762,0,1,대전,0.98,0,0,1
31,3748373,45608923,41496528,311715,42865,0,1,강원,0.84,0,0,0
35,1561288,8314678,39439961,180000,148748,722643,1,충북,0.86,1,0,2
20,3611387,67267942,73064628,320472,84163,0,1,세종,1.0,0,1281360,0
35,4130138,22787639,34074210,488430,161828,0,3,세종,1.0,0,0,0
26,2834360,13860158,40837255,409975,150030,521930,1,서울,1.35,0,3627931,0
33,2836355,43081771,14747665,310205,71434,0,2,울산,0.94,0,0,0
35,5769562,31011657,17732038,389154,91188,0,1,대전,0.98,0,12747971,0
24,2032395,34864108,28868860,442180,123973,408243,1,전남,0.78,0,5892604,1
24,800000,25870891,10224501,180000,141181,0,1,경북,0.82,1,0,2
20,3872976,72924013,33314070,393389,124264,0,1,전북,0.8,0,0,0
31,2326863,39859410,20980143,576620,133352,0,1,서울,1.35,0,0,1
35,1919147,33679591,15580116,515725,85682,133435,1,경북,0.82,0,0,1
27,4462878,30225719,50897706,407468,111203,0,3,광주,0.91,0,0,0
22,2865925,62127388,28984112,588146,108112,0,2,울산,0.94,0,0,0
25,1771469,14154332,20315809,521838,60339,0,1,제주,1.04,0,0,1
27,7008813,49495983,54947656,180000,119783,0,1,경북,0.82,0,2113300,0
38,1525842,36002877,13674746,681267,106855,0,1,서울,1.35,0,0,2
21,2938414,30795737,7312841,493791,158177,0,3,광주,0.91,0,0,0
26,1353580,12125736,6059967,283448,148541,0,1,전북,0.8,0,9312323,1
32,3426450,29512257,18170719,301942,114929,441903,1,강원,0.84,0,0,0
23,2315128,17332169,17229035,180000,149107,250302,1,대구,0.93,0,5048296,0
37,4338071,41720484,24763380,537788,133534,390223,1,세종,1.0,0,0,0
38,3027283,18872008,2033718,373093,107257,438688,1,경북,0.82,0,0,0
26,5451566,4589483,2865238,407210,62889,0,1,부산,1.02,0,0,0
34,2535433,30105346,6418204,238694,102016,104650,1,전북,0.8,0,0,0
34,1529877,72588298,17344704,288717,95918,0,1,전북,0.8,0,0,1
33,3377965,48139223,10517789,454508,105049,0,1,경남,0.86,0,0,0
22,2736123,27402844,5325101,484831,103551,0,1,대전,0.98,0,0,0
20,1394952,11717237,7062673,431077,151059,0,3,부산,1.02,0,0,2
26,1937364,2671390,26669284,192711,150969,69007,1,강원,0.84,0,13857705,0
21,2221482,16033399,41555652,286247,91395,660805,2,강원,0.84,0,9301685,1
25,5953364,25283765,11995052,302630,63662,327331,1,광주,0.91,0,12213794,0
32,4134404,14937530,4393995,337108,73185,0,1,전남,0.78,0,0,0
31,2626404,47522207,17626494,427718,150619,0,3,전남,0.78,0,0,1
23,3734506,40038387,57170813,274083,143954,0,1,대구,0.93,0,0,0
19,1268930,18983685,15406435,572906,67274,566269,4,전남,0.78,0,0,2
23,2392244,25590018,21581103,372195,61101,0,1,부산,1.02,0,18000097,0
28,3623968,26814872,14523913,180000,89326,330598,2,광주,0.91,0,0,0
35,3274789,49655917,35548530,550118,182553,0,1,서울,1.35,0,11242977,0
26,2418672,14705873,20764343,349742,126233,0,1,대전,0.98,0,460256,0
25,3000170,143189375,26821966,909861,104607,0,1,제주,1.04,0,1930305,1
30,3527284,12084265,18728947,353296,106281,322568,3,울산,0.94,0,1660972,0
20,3037753,13098673,4975455,180000,41754,67736,2,전북,0.8,0,2444276,0
23,4416614,33692387,11031486,527305,105083,0,1,경기,1.15,0,17361992,0
19,3497972,91062456,3037860,377000,152326,0,3,충북,0.86,0,1854843,0
30,3799901,23518144,26421276,225420,96217,1026704,2,광주,0.91,0,0,0
28,6372362,12856551,28060831,376840,99056,185806,1,전북,0.8,0,8155187,0
31,4353453,28234891,19533209,447424,120439,0,1,경남,0.86,0,2438312,0
31,6447895,52376464,10643045,387656,69137,108240,1,강원,0.84,0,0,0
27,2284663,51786118,20814695,469097,126953,0,1,경기,1.15,0,0,0
37,1537878,50501499,22255690,382445,83028,0,1,세종,1.0,0,14772201,1
38,2871461,104658542,23647983,383245,96285,241652,3,인천,1.08,0,0,0
21,2768028,49469610,29419048,218803,97442,4018,1,울산,0.94,0,2880061,0
38,5712688,70998081,11528439,721374,102086,0,1,경기,1.15,0,0,0
23,800000,61229301,17081082,704237,112495,0,1,충북,0.86,1,0,2
24,2948285,10001181,7671241,308921,108983,0,1,대전,0.98,0,0,0
30,1752341,27195960,29624762,347684,106072,0,1,부산,1.02,1,0,1
19,3184151,13330834,11596737,468763,123966,214765,1,서울,1.35,0,0,0
26,2833135,15808939,57683134,426378,77149,378518,1,경남,0.86,0,0,0
23,1995556,20603885,15121227,222654,32519,0,1,경북,0.82,1,0,0
29,4850848,39913071,9779511,444263,106858,371751,1,전남,0.78,0,4327919,0
36,5903304,93793246,14085092,668324,95636,0,2,서울,1.35,0,0,0
38,3093332,52319407,17835148,409596,127472,196223,1,대전,0.98,0,0,0
23,2147551,39884965,58781608,572455,93562,287302,1,제주,1.04,0,0,1
30,5900230,26320132,5429126,338346,42055,0,1,강원,0.84,0,12541356,0
28,1009625,98539455,31820426,453816,109565,0,1,인천,1.08,1,2575624,2
27,6586950,8614924,8790370,328395,150564,233096,2,인천,1.08,0,0,0
32,5436415,53879840,5062438,180000,121409,0,1,대구,0.93,0,0,0
39,5786821,10712790,25864988,587939,63160,0,3,제주,1.04,0,8687790,0
27,4095381,34466321,13963648,400390,91871,0,2,인천,1.08,0,0,0
20,1229701,61690624,14737974,535267,91536,0,1,경남,0.86,0,42115690,2
38,1950956,40773967,20225953,326954,102704,58326,1,충남,0.87,0,0,0
38,3480248,81174317,48599930,306885,88375,0,1,경남,0.86,0,0,0
25,2280999,12598817,23533206,373210,46573,0,2,경북,0.82,0,4502047,0
29,2663314,5097973,12642745,366287,106747,191179,1,대전,0.98,0,1039533,0
37,3969536,14043821,25684720,180000,158172,0,1,경북,0.82,0,0,0
29,2835030,26738234,4981651,381500,90888,0,1,인천,1.08,0,12480584,0
29,1805726,41083059,13844559,285310,66934,340534,1,대구,0.93,0,9875131,0
38,4463686,22985187,11438876,455427,162301,292106,1,부산,1.02,0,0,0
36,3805890,41184777,81868140,519219,180993,90156,1,인천,1.08,0,0,0
29,2740316,46793653,9145791,426993,101029,0,1,경기,1.15,0,16673080,0
22,4141202,12485287,29037225,416593,120759,0,2,부산,1.02,0,0,0
28,3177237,15188580,11400824,520457,121486,21173,1,인천,1.08,0,10388265,0
33,2890512,14834027,6785023,308952,141128,0,1,광주,0.91,1,0,0
24,1645165,74130855,10317023,574983,76205,23005,1,경기,1.15,1,0,1
30,5389381,80573858,22539497,650748,114255,113314,3,경기,1.15,0,0,0
32,800000,35523492,17146633,512779,74730,478189,1,제주,1.04,1,0,2
20,3715844,8086746,14725733,508686,127386,0,2,경기,1.15,0,0,0
30,2570399,90943357,41571763,356299,168256,165859,1,경기,1.15,0,0,0
34,2108021,20660202,18957270,586252,131367,0,2,서울,1.35,0,724463,1
23,5019332,6052644,36728496,343526,84012,0,1,인천,1.08,0,0,0
30,4470272,16961792,17493045,361063,146849,337811,1,세종,1.0,0,17567526,0
33,800000,18165342,5124031,360205,86653,208298,1,경북,0.82,1,0,2
19,4148740,8529368,15208488,322044,124171,0,4,전북,0.8,0,0,0
32,3937812,22662632,15833418,507352,81305,0,3,강원,0.84,0,0,0
24,2234954,29612489,99935291,291238,68802,125280,1,경기,1.15,0,15731055,2
27,2129657,52896065,35684125,358405,80569,184982,1,전남,0.78,0,699090,0
32,1539094,27380375,70091617,452626,25109,0,1,서울,1.35,0,0,2
19,2637952,22949279,14146465,257168,70987,198161,1,충북,0.86,0,757006,0
19,2825886,22319315,9477409,493484,184966,0,1,광주,0.91,0,0,0
28,4296713,10438355,11710693,422043,25000,0,1,경북,0.82,0,0,0
38,3424567,63712263,13280624,357006,56585,545420,1,대전,0.98,0,0,0
19,1933595,62035705,29923257,180000,169877,0,1,충북,0.86,0,0,0
35,3379939,89236608,10392860,575414,77099,124478,2,울산,0.94,0,2946502,0
20,2734373,19886807,31663348,521093,97885,0,1,세종,1.0,0,22198180,0
29,2040442,81316843,33434585,503182,108384,0,1,경남,0.86,0,0,1
28,1539801,56358864,21038328,503290,49913,201172,1,전북,0.8,0,0,1
28,3990063,12894805,4741193,435728,147211,511188,1,울산,0.94,0,0,0
20,3695413,12915694,23467577,345689,106461,0,1,울산,0.94,0,0,0
34,3875026,34007433,3868357,180000,86917,210665,1,충남,0.87,0,1002174,0
24,2229989,22939215,18131820,448079,144600,240341,1,대전,0.98,0,0,0
35,3282830,17649508,15779315,420114,67183,226983,1,인천,1.08,0,0,0
32,800000,35045906,25767675,292311,112024,0,1,울산,0.94,1,0,2
30,1995533,35704840,13915762,333410,79779,392592,1,경기,1.15,0,0,0
25,3094562,54326662,11673372,348662,69813,679189,1,인천,1.08,0,0,0
32,3414235,20417507,11525568,240508,180768,0,1,울산,0.94,0,1071121,0
39,800000,27893386,10268028,483191,111571,369576,1,전남,0.78,1,8685813,2
38,1935561,16593769,3375572,511473,140326,0,1,전남,0.78,0,14295289,1
38,2606537,43965483,37365538,273372,92265,322495,1,대구,0.93,0,0,0
23,4605746,31427212,13074424,584899,74664,0,1,울산,0.94,0,934682,0
31,2150085,94505268,34238490,463263,25000,0,2,인천,1.08,0,0,1
27,3240051,53447111,19484577,541090,96505,448849,1,전북,0.8,0,0,0
39,3389425,28476096,13475004,494719,52419,414528,1,대구,0.93,0,21873715,0
38,2739496,35084672,9012944,436620,110466,507561,1,전남,0.78,0,534757,0
37,1569753,14038440,3232582,412981,62796,0,1,경북,0.82,1,0,0
22,1710571,19743826,8539472,296950,125516,0,1,충남,0.87,0,24471814,0
25,2300561,33226994,5115582,273661,183609,0,1,대전,0.98,0,0,0
33,5651474,96896052,7191738,504231,211790,0,1,제주,1.04,0,0,0
34,5825183,21728429,27084184,349985,120360,0,1,충남,0.87,0,1023991,0
26,1734930,73498355,10074619,738000,108523,0,1,충북,0.86,1,2965323,2
21,4895470,34302490,7106721,474256,83505,0,1,경북,0.82,0,0,0
21,1390968,49744755,9934006,254504,80686,0,1,경북,0.82,0,0,1
33,2028309,32353188,5938159,519013,83148,229737,1,경기,1.15,0,0,1
28,2668103,16904465,4876634,327382,159929,200875,1,경북,0.82,0,0,0
29,8618126,74599790,26680176,315935,93441,0,1,전남,0.78,0,622555,0
36,2665830,29399717,49595008,218041,188051,288017,1,부산,1.02,0,0,0
19,4201537,47627806,16348232,555322,79053,0,2,대전,0.98,0,2292932,0
34,3588885,17339476,1902245,319413,102670,0,2,전북,0.8,0,23694306,0
24,3554714,10248261,47241042,487423,68050,0,2,부산,1.02,0,2189249,0
38,3019295,13312338,59764642,258712,129310,0,1,울산,0.94,0,0,0
39,1820530,35902753,18827927,323228,102041,135333,1,충남,0.87,0,15356350,0
29,954699,38000648,8059565,475292,107969,222083,2,충남,0.87,0,5552076,2
25,5292728,28766494,27242962,180000,98074,0,1,경남,0.86,0,23705413,0
23,2339758,5490951,18316628,642645,134783,0,2,경기,1.15,0,0,1
22,1366541,10448402,28461933,610643,135027,0,1,대전,0.98,0,0,2
39,3682032,63938534,3395354,678827,141967,86859,2,제주,1.04,0,23455997,0
22,3651803,16739839,9357534,284265,75556,60609,1,강원,0.84,0,8277503,0
28,4243275,33206912,4599217,470016,121694,0,1,대구,0.93,0,0,0
29,4927833,20304515,6498074,365810,93051,0,1,대구,0.93,0,4807874,0
33,2054387,54425205,3018812,254834,158061,186291,1,대전,0.98,0,13799905,0
36,2093630,25436598,5911469,396728,117138,193228,1,강원,0.84,0,2736427,0
30,2659396,29012318,36882143,180000,120968,0,2,대구,0.93,0,27018962,0
34,4342485,68510787,6848754,473484,99232,0,1,충북,0.86,0,3625321,0
30,1234921,32101120,2802141,547572,82208,465350,1,울산,0.94,0,1379536,2
28,3222864,14831519,6766725,567013,111491,338278,1,충북,0.86,0,0,0
22,4553763,39535577,3562945,570721,156631,0,1,인천,1.08,0,12862990,0
23,4473673,5478659,14859659,323095,81989,0,1,충북,0.86,0,0,0
28,4136389,14239658,7035081,366735,155113,0,1,경남,0.86,0,0,0
19,4817388,6074844,14443632,499624,133688,0,3,인천,1.08,0,0,0
25,935993,46326218,9151609,642529,40501,0,1,대전,0.98,0,0,2
28,6103932,40193165,11587586,588110,77093,0,1,충남,0.87,0,0,0
28,3515619,44444700,2399154,388767,189014,0,4,충북,0.86,0,6911118,0
36,5414289,44151116,6460676,530606,104892,257006,1,충남,0.87,0,0,0
39,1840521,81045405,20950312,289521,76840,0,3,강원,0.84,0,0,1
34,1434758,37889745,23246695,428276,78616,0,1,충남,0.87,0,0,1
20,6575062,16525614,12076259,336495,104158,0,1,충북,0.86,0,0,0
27,2047741,13849941,17226283,544147,147434,0,1,경기,1.15,0,0,1
34,2668393,39398392,1556958,262398,95781,0,1,전북,0.8,0,0,0
31,3826487,71002432,19908940,216201,83537,0,1,울산,0.94,0,11047954,0
28,1950246,10870774,53081494,376016,40407,0,1,서울,1.35,1,0,1
28,4849427,42865183,3030280,501264,78175,0,1,광주,0.91,0,0,0
27,3357503,25279068,28159119,243504,86241,0,1,울산,0.94,0,0,0
31,1938256,65081839,3679551,488186,126550,328673,2,경기,1.15,0,0,2
22,4132959,4637569,17633627,579027,127073,0,1,제주,1.04,0,0,0
29,4161355,94825563,2731441,626004,162799,177552,2,부산,1.02,0,146311,0
23,1397488,22920119,3768074,321974,69897,0,3,대전,0.98,0,1715197,2
33,5613509,6891107,6430026,180000,115352,0,2,울산,0.94,0,0,0
37,1046759,16481178,4704000,268921,113659,0,2,경북,0.82,0,0,2
29,4758537,102510597,29076279,353642,72602,0,1,전북,0.8,0,0,0
27,2322105,43725225,14041093,433337,139110,160843,1,전남,0.78,0,0,0
38,4130963,26381033,5619966,268279,170108,130327,1,대구,0.93,0,9250711,0
32,3798192,123750343,20561210,180000,108875,0,3,경북,0.82,0,0,0
27,3001700,34004564,23341609,223167,91330,313295,1,경북,0.82,0,0,0
19,3702872,55035840,20735455,336461,162966,432824,2,울산,0.94,0,17081862,0
19,2938704,10294990,16541161,648509,123765,0,3,강원,0.84,0,7509495,0
23,4145985,20016912,26758968,603837,77172,0,1,서울,1.35,0,6814766,0
23,7805343,30878242,4545724,455838,100814,582970,1,전북,0.8,0,0,0
34,1713279,27737325,17466619,607626,100210,1100465,1,제주,1.04,0,0,2
29,800000,70541060,36530523,347210,82396,0,1,세종,1.0,1,12398901,2
39,2550786,45573328,45278856,331388,80508,86431,1,강원,0.84,0,0,0
30,2476907,10916506,14935059,478765,88570,437882,2,세종,1.0,0,0,1
37,2592927,30734033,10111489,605162,143675,1016762,1,경기,1.15,0,0,1
30,2047814,17446692,5725225,377108,98617,126832,1,충북,0.86,0,5694858,0
26,4438375,42074721,27559262,470085,110611,0,2,전북,0.8,0,1343187,0
34,1683997,24616966,5756842,543385,142785,0,1,경남,0.86,0,0,1
28,3702376,6939526,11073930,347111,98461,102165,2,경남,0.86,0,2958333,0
24,4013573,35830960,12657860,550958,69907,0,1,세종,1.0,0,0,0
28,3494611,18990501,28823210,492344,145927,272761,2,제주,1.04,0,0,0
32,3760730,82908337,20939549,793746,98685,0,1,세종,1.0,0,0,0
26,4587460,10877860,54401311,432704,171278,0,1,충북,0.86,0,0,0
33,3121066,19257891,17592174,426437,144225,72647,1,충북,0.86,0,0,0
39,2627803,32490937,36750258,349471,131405,347268,1,제주,1.04,0,0,0
27,3759481,38513486,8193842,222416,115522,0,1,전북,0.8,0,6170830,0
25,3948355,59774459,22228058,541058,153053,97725,2,인천,1.08,0,0,0
27,4471413,23030091,42510173,237615,124025,0,2,경기,1.15,0,0,0
36,1460549,36034658,30360078,595318,34015,0,1,광주,0.91,0,0,2
22,2818551,5074962,4095457,185022,108440,0,1,세종,1.0,0,0,0
39,1929061,20436576,5126899,261247,129147,115835,2,충남,0.87,0,0,1
27,3882023,21190126,21141677,569061,76855,335116,2,세종,1.0,0,0,0
36,4168793,30052416,13132054,442895,202730,0,1,세종,1.0,0,0,0
35,2710530,51537422,13862917,405342,103794,174596,1,경남,0.86,0,0,0
35,2229007,115049076,12341416,346809,131220,0,3,대전,0.98,0,0,1
38,3942582,25609750,31451373,399307,153029,0,1,세종,1.0,0,131040,0
22,1826674,40827922,15704224,460471,129627,0,1,강원,0.84,1,17677399,1
